to;from;sim;source
— Вот вы говорите, что человек не может сам по себе понять, что хорошо, что дурно, что все дело в среде, что среда заедает.;— Акэ тумэ ракирна, со мануш на можынэла кокоро пир пэстэ тэ полэл, со шукар, со нашукар, со capo рэндо дро обшшество, со обшшество захала.;0.8481736183166504;posle_bala
А я думаю, что все дело в случае.;А мэ думинава, со capo рэндо дро случяё.;0.8141074776649475;posle_bala
Я вот про себя скажу.;Мэ акэ пал пэстэ пхэнава.;0.7321632504463196;posle_bala
Так заговорил всеми уважаемый Иван Васильевич после разговора, шедшего между нами, о том, что для личного совершенствования необходимо прежде изменить условия, среди которых живут люди.;Адякэ заракирдя сарэнца патывало Ивано Васильевичё после ракирибэ, саво гыя машкир амэндэ ваш одова, со ваш пэскиро совершенствованиё трэби англыдыр тэ спарувэс условии, машкир савэ дживэна мануша.;0.782443642616272;posle_bala
Никто, собственно, не говорил, что нельзя самому понять, что хорошо, что дурно, но у Ивана Васильевича была такая манера отвечать на свои собственные, возникающие вследствие разговора мысли и по случаю этих мыслей рассказывать эпизоды из своей жизни.;Никон, чячё, на ракирдя, со нашты кокорэскэ тэ полэс, со шукар, со нашукар, нэ э Ивано Васильевичёстэ сыс адасави манера тэ дэл ответэ прэ пэскирэ мысли, савэ можынэна тэ явэн дро розракирибэ и пир адалэ мысленгиро случяё тэ роспхэнэл эпизоды пэскирэ джиибнастыр. Чястэс ёв забистрэлас поводо, пир саво ёв роспхэнэлас.;0.8071208596229553;posle_bala
Часто он совершенно забывал повод, по которому он рассказывал, увлекаясь рассказом, тем более что рассказывал он очень искренно и правдиво.;Пашыл адава укамэлапэ роспхэныбнаса, одолэса бутыр, со роспхэнэлас ёв сарэ дёстыр и чячипэ.;0.548392653465271;posle_bala
Так он сделал и теперь.;Адякэ ёв кэрдя и акана.;0.7576153874397278;posle_bala
— Я про себя скажу.;—	Мэ пал пэстэ пхэнава.;0.865892767906189;posle_bala
Вся моя жизнь сложилась так, а не иначе, не от среды, а совсем от другого.;Capo миро джиибэн стходяпэ адякэ, а на ваврэс, на э обшшествостыр, а э ваврэстыр.;0.7806413769721985;posle_bala
— От чего же? — спросили мы.;—	Состыр жэ? — пучьям амэ.;0.9162418246269226;posle_bala
— Да это длинная история.;—	Нэ адава длуго история.;0.9305822849273682;posle_bala
Чтобы понять, надо много рассказывать.;Соб тэ полэс, трэби бут тэ роспхэнэс.;0.7642009258270264;posle_bala
— Вот вы и расскажите.;—	Акэ тумэ и роспхэнэнте.;0.8861106634140015;posle_bala
Иван Васильевич задумался, покачал головой.;Ивано Васильевичё задумискирдяпэ, покунындя шэрэса.;0.9232416152954102;posle_bala
— Да, — сказал он.;—	Хай жэ, — пхэндя ёв.;0.8693584203720093;posle_bala
— Вся жизнь переменилась от одной ночи, или скорее утра.;— Capo джиибэн пирипарудяпэ э екхэ ратятыр или, сыгыдыр, злокостыр.;0.7449252009391785;posle_bala
— Да что же было?;—	Тэ со жэ сыс?;0.9404890537261963;posle_bala
— А было то, что был я сильно влюблен.;—	А сыс одова, со сомас мэ дрэван вкамло.;0.8859537243843079;posle_bala
Влюблялся я много раз, но это была самая моя сильная любовь.;Вкамьёмаспэ мэ бут молы, нэ адава сыс само миро зорало камаибэ.;0.7293842434883118;posle_bala
"Дело прошлое; у нее уже дочери замужем.";"Рэндо прогыно; латэ ужэ о чяя палором.";0.689608097076416;posle_bala
Это была Б..., да, Варенька Б..., — Иван Васильевич назвал фамилию.;Адава сыс Б ..., тэ Варенька Б.— Ивано Васильевичё пхэндя вурма.;0.8817319273948669;posle_bala
— Она и в пятьдесят лет была замечательная красавица.;— Ёй и дро пандждэша бэрша сыс дрэван гожо.;0.7845421433448792;posle_bala
Но в молодости, восемнадцати лет, была прелестна: высокая, стройная, грациозная и величественная, именно величественная.;Нэ дро тэрныпэ, дэшуохто бэршэнгири, сыс дрэван лачи: учи, стройно, грацыозно) и величественно, дрэван величественно.;0.7723965048789978;posle_bala
Держалась она всегда необыкновенно прямо, как будто не могла иначе, откинув немного назад голову, и это давало ей, с ее красотой и высоким ростом, несмотря на ее худобу, даже костлявость, какой-то царственный вид, который отпугивал бы от нее, если бы не ласковая, всегда веселая улыбка и рта, и прелестных, блестящих глаз, и всего ее милого, молодого существа.;Рикирдяпэ ёй дрэван прямо, сыр хай на можындя ваврэс, отчюрдыи набут палэ о шэро, и адава дэлас лакэ, лакирэ гожыпнаса и уче барипнаса, надыкхи прэ лакиро шукипэ и тэ пхэнэс кокалыпэ, саво-то кралитко видо, саво оттрашавэлас бы латыр, колиб на ковлы, радыпнытко и уштэнгири, и гожонэ блестяшшёнэ якхэнгири улыбка и сарэ лакирэ камлэ, тэрнэ сушшествоскиро.;0.8517759442329407;posle_bala
— Каково Иван Васильевич расписывает.;—	Сыр Ивано Васильевичё росчинэла!;0.7032294273376465;posle_bala
— Да как ни расписывай, расписать нельзя так, чтобы вы поняли, какая она была.;—	Нэ сыр на росчин, тэ росчинэс нашты адякэ, соб тумэ тэ полэн, сави ёй сыс.;0.8325108289718628;posle_bala
Но не в том дело: то, что я хочу рассказать, было в сороковых годах.;Нэ на дро одова рэндо. Одова, со мэ камам тэ роспхэнав, сыс дро дэшуштарта бэрша.;0.6668146848678589;posle_bala
Был я в то время студентом в провинциальном университете.;Сомас мэ дро одова моло студентоса дро провинцыально университето).;0.803725004196167;posle_bala
Не знаю, хорошо ли это или дурно, но не было у нас в то время в нашем университете никаких кружков, никаких теорий, а были мы просто молоды и жили, как свойственно молодости: учились и веселились.;На джином, шукар ли адава или нашукар, нэ на сыс амэндэ дро одолэ бэрша дрэ амаро университето нисавэ кружки, нисавэ теории, а самас амэ просто тэрнэ и джиндям, сыр адава трэби э тэрнэнгэ, сыклыям и веселиндямпэ.;0.8547846674919128;posle_bala
Был я очень веселый и бойкий малый, да еще и богатый.;Сомас мэ дрэван весёло и бойко ракло, тэ инкэ и барвало.;0.7875393629074097;posle_bala
"Был у меня иноходец лихой, катался с гор с барышнями (коньки еще не были в моде), кутил с товарищами (в то время мы ничего, кроме шампанского, не пили; не было денег — ничего не пили, но не пили, как теперь, водку).";Сыс мандэ цылдари дрэван прастыбнари, катындёмпэ мэ э бэргэндыр э ракленца (грасторэ инкэ на сыс дрэ мода), пиём товаришшэнца, (дро одолэ бэрша амэ ничи, мамуй шампанско на пиям: на сыс ловэ — ничи на пиям, а на пиям, сыр акана, бравинта).;0.8003184199333191;posle_bala
Главное же мое удовольствие составляли вечера и балы.;Барэ жэ мирэ камаибнаса сыс бельвеля и балы.;0.6533252596855164;posle_bala
Танцевал я хорошо и был не безобразен.;Кхэлдём мэ шукар и сомас на безобразно.;0.8903933167457581;posle_bala
— Ну, нечего скромничать, — перебила его одна из собеседниц.;— Нэ, на трэби тэ ладжяс, — пиримардя лэс екх э собеседницэндыр.;0.8671257495880127;posle_bala
— Мы ведь знаем ваш еще дагерротипный портрет.;— Амэ джинас тумаро инкэ дагерротипно патрин.;0.747495174407959;posle_bala
Не то что не безобразен, а вы были красавец.;На одова, со на безобразно, а тумэ санас дрэван гожа.;0.8333398103713989;posle_bala
— Красавец так красавец, да не в том дело.;— Гожо, так гожо, нэ на дрэ адава рэндо.;0.8248836994171143;posle_bala
А дело в том, что во время этой моей самой сильной любви к ней был я в последний день масленицы на бале у губернского предводителя, добродушного старичка, богача-хлебосола и камергера.;А рэндо дро одова, со дрэ миро само баро камаибэн кэ ёй мэ сомас дро последнё масленицакиро дывэс про бало э губернсконэ предводителёстэ лачедёскирэ пхурорэстэ, барвалюкостэ, марэлонэскирэ и камергеростэ.;0.8374106287956238;posle_bala
Принимала такая же добродушная, как и он, жена его в бархатном пюсовом платье, в брильянтовой фероньерке на голове и с открытыми старыми, пухлыми, белыми плечами и грудью, как портреты Елизаветы Петровны, Бал был чудесный: зала прекрасная, с хорами, музыканты — знаменитые в то время крепостные помещика-любителя, буфет великолепный и разливанное море шампанского.;"Прилыя адасави жэ лачедёскири, сыр и ёв, лэскири ромны дрэ бархатно пюсаво идя, дро брильянтово фероньерка про шэро и откэрдэ пхурэ, тхулэ, парнэ псикэнца и колынэса, сыр Елизаветакирэ Петровнакирэ патриня. Бало сыс дрэван куч; гожо зало хорэнца, музыканты — знаменита дро одолэ бэрша крепостна помешшыкоскри э камаибнарискирэ, дрэван лачё буфето и росчидо шампансконэскиро морё.";0.7300345301628113;posle_bala
Хоть я и охотник был до шампанского, но не пил, потому что без вина был пьян любовью, но зато танцевал до упаду — танцевал и кадрили, и вальсы, и польки, разумеется, насколько возможно было, всё с Варенькой.;Мэ хоть и баро камоибнари сомас жыко шампанско, нэ на пиём, ваш одова, со би бравинтакиро сомас мато камаибнаса, нэ палодова кхэлдём жыко кхиныбэ — кхэлдём и кадриль, и вальсы, и польки, прокицы могискирдо, уса Варенькаса.;0.8752052187919617;posle_bala
Она была в белом платье с розовым поясом и в белых лайковых перчатках, немного не доходивших до худых, острых локтей, и в белых атласных башмачках.;Ёй сыс дрэ парны идя розовонэ кустыкаса и дро парнэ лайкова перчятки, савэ набут на догынэ жыко шукэ, остра локти, и дро парнэ атласна тривички.;0.7179974317550659;posle_bala
Мазурку отбили у меня: препротивный инженер Анисимов — я до сих пор не могу простить это ему — пригласил ее, только что она вошла, а я заезжал к парикмахеру и за перчатками и опоздал.;Мазурка отмардя мандыр бритко инжэнеро Анисимово — мэ жыко адава моло на можынава тэ забистрав лэскэ одова — ёв помангья ла, только со ёй вгыя, а мэ загыём ко парикмахеро, пало перчятки и опоздындём.;0.8560934066772461;posle_bala
Так что мазурку я танцевал не с ней, а с одной немочкой, за которой я немножко ухаживал прежде.;Адякэ со мазурка мэ кхэлдём на ласа, а екхэ немкицаса, сави мангэ камьяпэ набут ґарыдыр.;0.6849519610404968;posle_bala
Но, боюсь, в этот вечер был очень неучтив с ней, не смотрел на нее, а видел только высокую стройную фигуру в белом платье с розовым поясом, ее сияющее, зарумянившееся с ямочками лицо и ласковые, милые глаза.;Нэ, дарава, дрэ адая бельвель сомас дрэван научтиво ласа, на ракирдём ласа, на дыкхьём прэ латэ, а дыкхьём только учи, гожо фигура дрэ парны идя розовонэ кустыкаса, лакиро сияюшшё, залолымэ ямкицэнца муй и ласкова, камлэ якха.;0.7097132205963135;posle_bala
Не я один, все смотрели на нее и любовались ею, любовались и мужчины, и женщины, несмотря на то, что она затмила их всех.;На мэ екх, сарэ дыкхнэ прэ латэ и камнэ ла, камнэ и мурша и джювля, надыкхи про одова, со ёй сыс фэдыдыр лэндыр сарэндыр.;0.866614580154419;posle_bala
Нельзя было не любоваться.;Нашты сыс тэ на дыкхэс прэ латэ и тэ на камэс ла.;0.31491196155548096;posle_bala
По закону, так сказать, мазурку я танцевал не с нею, но в действительности танцевал я почти все время с ней.;Пиро законо, адякэ тэ пхэнэс, мазурка мэ кхэлдём на ласа, нэ дро чячипэ кхэлдём мэ capo бельвель ласа.;0.7593112587928772;posle_bala
Она, не смущаясь, через всю залу шла прямо ко мне, и я вскакивал, не дожидаясь приглашения, и она улыбкой благодарила меня за мою догадливость.;Ёй на ладжяи, пирдал сари зало гыя прямэс кэ мэ, и мэ ухтавас, на дужакири коли покхарла, и ёй улыбкаса сыкадя мангэ наиста пал мири догадливость.;0.886200487613678;posle_bala
Когда нас подводили к ней и она не угадывала моего качества, она, подавая руку не мне, пожимала худыми плечами и, в знак сожаления и утешения, улыбалась мне.;Коли амэн подлыджянас кэ ёй, и ёй науґалёлас миро качество, ёй подыи васт на мангэ, потасавэлас шукэ псикэнца и, дро знако утешениё и жалискирибэ, кэрлас мангэ улыбка.;0.9151808619499207;posle_bala
Когда делали фигуры мазурки вальсом, я подолгу вальсировал с нею, и она, часто дыша, улыбалась и говорила мне: «Encore» 1. И я вальсировал еще и еще и не чувствовал своего тела.;"Коли кэрнас мазуркакири фигура вальсоса, мэ длугэс кэрдём вальсо ласа, и ёй чястэс дыхиндя, сандяпэ и ракирдя мангэ: „инкэ"", и мэ кхэлдём вальсоса инкэ и инкэ и на шундём пэскиро трупо.";0.8266053795814514;posle_bala
— Ну, как же не чувствовали, я думаю, очень чувствовали, когда обнимали ее за талию, не только свое, но и ее тело, — сказал один из гостей.;—	Нэ, сыр жэ на шундлэ, мэ думинава, дрэван шундлэ, коли облэнас пало шталто, на только пэскиро, нэ и лакиро трупо, — пхэндя екх э гостендыр.;0.8148292303085327;posle_bala
Иван Васильевич вдруг покраснел и сердито закричал почти: — Да, вот это вы, нынешняя молодежь.;Ивано Васильевичё екхатыр пололыя и холямэс задыя годла: —	Хайжэ, акэ адава тумэ, акакуно тэрныпэ.;0.7878522276878357;posle_bala
Вы, кроме тела, ничего не видите.;Тумэ, мамуй трупо, ничи на дыкхэна.;0.7175357937812805;posle_bala
В наше время было не так.;Дрэ амарэ бэрша сыс на адякэ.;0.7736828327178955;posle_bala
Чем сильнее я был влюблен, тем бестелеснее становилась для меня она.;Coca зоралыдыр мэ сомас вкамло, одолэса бестелеснее тэрдёлас ваш мангэ ёй.;0.7627204656600952;posle_bala
Вы теперь видите ноги, щиколки и еще что-то, вы раздеваете женщин, в которых влюблены, для меня же, как говорил Alphonse Karr 2, хороший был писатель, — на предмете моей любви были всегда бронзовые одежды.;Тумэ акана дыкхэна ґэра, шшиколки и инкэ со-то, тумэ розурьявэна джювлен, дрэ савэндэ вкамэнапэ, ваш мангэ жэ, сыр ракирдя Альфонсо К... — лачё сыс чиныбнари, — про миро камаибнаскиро предмето сыс всегда бронзова уряибэна.;0.7429779767990112;posle_bala
Мы не то что раздевали, а старались прикрыть наготу, как добрый сын Ноя.;Амэ на одова со розурядям, а заучякирасас нангипэ, сыр куч Ноёскиро чяво.;0.8088428974151611;posle_bala
Ну, да вы не поймете...;Нэ, тэ тумэ на полэна...;0.9395557045936584;posle_bala
— Не слушайте его.;— На шунэнте лэс.;0.9415627121925354;posle_bala
Дальше что? — сказал один из нас.;Дурыдыр со? — пхэндя екх амэндыр.;0.7981199026107788;posle_bala
— Да.;— Хай жэ.;0.86188143491745;posle_bala
Так вот танцевал я больше с нею и не видал, как прошло время.;Нэ акэ кхэлдём мэ бутыр ласа и на дыкхьём, сыр прогыя времё.;0.7538921236991882;posle_bala
Музыканты уж с каким-то отчаянием усталости, знаете, как бывает в конце бала, подхватывали все тот же мотив мазурки, из гостиных поднялись уже от карточных столов папаши и мамаши, ожидая ужина, лакеи чаще забегали, пронося что-то.;Музыкантэ ужэ савэ то отчяяниёскирэ кхиныбнаса — джинэна, сыр адава сы дрэ балоскиро концо — подухтылнас уса одова жэ мазуркакиро мотиво, э гостинонэндыр ґаздынэпэ ужэ палэ патренгирэ скаминдэндыр дада и дая, дужакири хабэ, дынарья чястэдыр лынэ тэ прастан, розлыджии со-то.;0.7003052234649658;posle_bala
Был третий час.;Сыс трито мардо.;0.7315843105316162;posle_bala
Надо было пользоваться последними минутами.;Трэбинэ сыс тэ пользынэспэ последнёнэ мэнтэнца.;0.8020415306091309;posle_bala
Я еще раз выбрал ее, и мы в сотый раз прошли вдоль залы.;Мэ инкэ моло выкэдыём ла, и амэ дро шэлто моло гыям пирэ зала.;0.8728643655776978;posle_bala
— Так после ужина кадриль моя? — сказал я ей, отводя ее к месту.;— После хабэ кадриль мири, — пхэндём мэ лакэ, отлыджии ла кэ лакиро штэто.;0.6893851161003113;posle_bala
— Разумеется, если меня не увезут, — сказала она, улыбаясь.;— Хай жэ, коли ман на улыджяна, — пхэндя ёй, саи.;0.8913886547088623;posle_bala
— Я не дам, — сказал я.;— Мэ на дава, — пхэндём мэ.;0.9593257308006287;posle_bala
— Дайте же веер, — сказала она. — Жалко отдавать, — сказал я, подавая ей белый дешевенький веер.;— Дэнте жэ вееро, — пхэндя ёй, —	Танго тэ отдэс, — пхэндём мэ, подэи лакэ парно надрого вееро.;0.804745614528656;posle_bala
— Так вот вам, чтоб вы не жалели, — сказала она, оторвала перышко от веера и дала мне.;—	Так окэ тумэнгэ, соб тумэ тэ на жалискирэн, — пхэндя ёй, отрискирдя пороро э вееростыр и подыя мангэ.;0.9413988590240479;posle_bala
Я взял перышко и только взглядом мог выразить весь свой восторг и благодарность.;Мэ лыём пороро и только якхэнца можындём тэ сыкавав capo пэскиро восторго.;0.7744844555854797;posle_bala
Я был не только весел и доволен, я был счастлив, блажен, я был добр, я был не я, а какое-то неземное существо, не знающее зла и способное на одно добро.;Мэ сомас на только весёло и довольно, — мэ сомас бахтало, мэ сомас лачедёскиро, мэ сомас на мэ, а саво-то напхувитко сушшество, на джины фуипэ и способно прэ екх кучипэ.;0.8020815849304199;posle_bala
Я спрятал перышко в перчатку и стоял, не в силах отойти от нее.;Мэ гарадём пороро дрэ перчятка и сомас тэрдо, на могискири тэ отджяв латыр.;0.8199439644813538;posle_bala
— Смотрите, папа просят танцевать, — сказала она мне, указывая на высокую статную фигуру ее отца, полковника с серебряными эполетами, стоявшего в дверях с хозяйкой и другими дамами.;— Дыкхэнте, дадэс мангэна тэ кхэлэл, — пхэндя ёй мангэ и усыкадя прэ учи, статно лакирэ дадэскирэ-полковникоскири фигура, руповэ эполетэнца, саво тэрдо сыс дро удэра э хуланяса и ваврэ джювленца.;0.8061327338218689;posle_bala
— Варенька, подите сюда, — услышали мы громкий голос хозяйки в брильянтовой фероньерке и с елисаветинскими плечами.;— Варенькэ, явэнте адарик, — ушундям амэ громко хуланякири глос дрэ брильянтово фероньерка и э елизаветинсконэ псикэнца.;0.8686308264732361;posle_bala
Варенька подошла к двери, и я за ней.;Варенька подгыя ко удэра, и мэ пал латэ.;0.870542049407959;posle_bala
— Уговорите, ma chère 3, отца пройтись с вами.;—	Уракирэнте жэ, мири дрого, э дадэс тэ проджялпэ тумэнца.;0.7634149789810181;posle_bala
Ну, пожалуйста, Петр Владиславич, — обратилась хозяйка к полковнику.;Нэ, яв адасаво куч, Пётро Владиславовичё, — мангья хуланы полковникос.;0.8703871965408325;posle_bala
Отец Вареньки был очень красивый, статный, высокий и свежий старик.;Варенькакиро дад сыс дрэван гожо, статно, учё и свежо пхуро.;0.7861731648445129;posle_bala
Лицо у него было очень румяное, с белыми à la Nicolas I 4 подвитыми усами, белыми же, подведенными к усам бакенбардами и с зачесанными вперед височками, и та же ласковая, радостная улыбка, как и у дочери, была в его блестящих глазах и губах.;Муй лэстэ сыс дрэван румяно, э парнэ, á la Nicolas I подкхудэ вэнцэнца, парнэ жэ подлыджинэ ко вэнцы бакенбардэнца и загандлэ ангил вискэнца, и одоя жэ радостно улыбка, сыр и э чятэ, сыс дрэ лэскирэ блестяшшя якха и ушта.;0.8656123280525208;posle_bala
Сложен он был прекрасно, с широкой, небогато украшенной орденами, выпячивающейся по-военному грудью, с сильными плечами и длинными стройными ногами.;Стходо ёв сыс дрэван шукар, э буґлэ, набарвалэс убладэ орденэнца, выбанкирдэ пиро военно колынэса, зоралэ псикэнца и длэнгонэ, стройнонэ ґэрэнца.;0.7510632872581482;posle_bala
Он был воинский начальник типа старого служаки николаевской выправки.;Ёв сыс воинско начальнико пхуранэ типоскиро служака николаёвсконэ выпровкаса.;0.9488493800163269;posle_bala
Когда мы подошли к дверям, полковник отказывался, говоря, что он разучился танцевать, но все-таки, улыбаясь, закинув на левую сторону руку, вынул шпагу из портупеи, отдал ее услужливому молодому человеку и, натянув замшевую перчатку на правую руку, — «надо всё по закону», — улыбаясь, сказал он, взял руку дочери и стал в четверть оборота, выжидая такт.;Коли амэ подгыям ко удэра, полковнико отпхэндяпэ, ракири, со ёв забистырдя тэ кхэлэл, нэ уса-таки, саи, зачюрдыи прэ лево строка васт, вылыя шпага портупеятыр, отдыя ла услужливонэскэ тэрнэ манушэскэ и, уридя замшэво перчятка про право васт, — “трэбинэ capo пиро законо”, — саи пхэндя ёв, — лыя чякиро васт и тэрдыя дрэ оборотоскири четверть, дужакири такто.;0.8719479441642761;posle_bala
Дождавшись начала мазурочного мотива, он бойко топнул одной ногой, выкинул другую, и высокая, грузная фигура его то тихо и плавно, то шумно и бурно, с топотом подошв и ноги об ногу, задвигалась вокруг залы.;Коли забашадя мазурочно мотиво, саво дужакирдяпэ, ёв муршканэс топниндя екхэ ґэраса, вычюрдыя вавир, и учи, грубо лэскири фигура то тихэс и плавно, то шумно и. бурно, подошвэнгирэ топотоса и ґэрой пирэ ґэрой, задвигиндяпэ пирэ зала.;0.8299448490142822;posle_bala
Грациозная фигура Вареньки плыла около него, незаметно, вовремя укорачивая или удлиняя шаги своих маленьких белых атласных ножек.;Грацыозно Варенькакири фигура гыя пашыл лэстэ, кэри шаги тыкныдыр или длэнгыдыр пэскирэнца тыкнэ, парнэ, атласнонэ ґэрорьенца.;0.8119258284568787;posle_bala
Вся зала следила за каждым движением пары.;Сари зала дыкхья пал кажно паракиро движэниё...;0.6102032661437988;posle_bala
Я же не только любовался, но с восторженным умилением смотрел на них.;Мэ жэ на только камаибнаса, нэ восторжэннонэ умилениёса дыкхьём прэ лэндэ.;0.8915713429450989;posle_bala
Особенно умилили меня его сапоги, обтянутые штрипками, — хорошие опойковые сапоги, но не модные, с острыми, а старинные, с четвероугольными носками и без каблуков, Очевидно, сапоги были построены батальонным сапожником.;Дрэван жэ мангэ покамнэпэ лэскирэ тыраха, обтырдынэ штрипкэнца — лаче опойкова тыраха, нэ на модна остронэ, а дрэван пхуранэ э штарэвэнглытконэ носкэнца и би каблукэнгиро. Ґалёв, о тыраха кэрдэ сыс батальононэ тырахариса.;0.7091617584228516;posle_bala
«Чтобы вывозить и одевать любимую дочь, он не покупает модных сапог, а носит домодельные», — думал я, и эти четвероугольные носки сапог особенно умиляли меня.;"„Соб тэ вылыджяс и тэ урьявэс камаибнытконэ чя, ёв на кинэла модна тыраха, а носинэ домодельна"", подуминдём мэ, и адалэ штарэвэнглытка тырахэнгирэ носки дрэван камнэпэ мангэ.";0.8270724415779114;posle_bala
Видно было, что он когда-то танцевал прекрасно, но теперь был грузен, и ноги уже не были достаточно упруги для всех тех красивых и быстрых па, которые он старался выделывать.;Дыкхно сыс, со ёв коли-то кхэлдя шукар, нэ акана сыс пхаро, и ґэра ужэ на сыс адякэ упруга ваш сарэ одолэ гожа и сыга па савэ ёв камья тэ выкэр.;0.730335533618927;posle_bala
Но он все-таки ловко прошел два круга.;Нэ ёв уса-таки шукар прогыя дуй круги.;0.8759422302246094;posle_bala
